,Date,City,Country,Latitude,Longitude,Cloudiness,Maximum Temperature,Pressure,Humidity,Wind Speed
279,1/1/1970,Vestmanna,FO,62.1564,-7.1664,90,45.52,987,100,5.75
280,1/1/1970,Saint-Augustin,CA,51.226,-58.6502,93,36.9,1012,71,10.36
281,1/1/1970,Longyearbyen,SJ,78.2186,15.6401,40,13.84,1008,67,3.44
282,1/1/1970,Turukhansk,RU,65.8167,87.9833,100,28.22,996,96,22.75
283,1/1/1970,Cravo Norte,CO,6.3017,-70.2041,98,83.01,1008,68,5.59
284,1/1/1970,Øksfjord,NO,70.2396,22.3479,100,29.32,1004,90,7.76
285,1/1/1970,El Tigre,VE,8.8875,-64.2454,100,82.9,1010,56,11.48
286,1/1/1970,Yangi Marg`ilon,UZ,40.4272,71.7189,0,33.22,1027,50,2.95
287,1/1/1970,Coos Bay,US,43.3665,-124.2179,20,55.85,1020,83,14.97
288,1/1/1970,Iwanai,JP,42.9744,140.5089,98,45.88,1024,83,4.43
289,1/1/1970,Yichang,CN,30.7144,111.2847,100,52,1022,73,7
290,1/1/1970,Simplício Mendes,BR,-7.8539,-41.9103,90,76.21,1010,82,9.24
291,1/1/1970,Metro,ID,-5.1131,105.3067,100,75.27,1006,91,2.21
292,1/1/1970,Broken Hill,AU,-31.95,141.4333,100,62.02,1009,68,16.33
293,1/1/1970,Kuril'sk,RU,45.2333,147.8833,26,43.86,1021,79,10
294,1/1/1970,Santa Cruz de La Palma,ES,28.6835,-17.7642,75,69.94,1021,52,12.66
295,1/1/1970,Novoagansk,RU,61.9449,76.6625,100,33.35,1002,97,17.54
296,1/1/1970,Al Bardīyah,LY,31.7561,25.0865,25,70.11,1017,75,8.57
297,1/1/1970,Porto-Novo,BJ,6.4965,2.6036,100,80.42,1010,82,6.98
298,1/1/1970,Brikama,GM,13.2714,-16.6494,40,80.64,1010,89,5.75
299,1/1/1970,Avera,US,33.194,-82.5271,100,52.75,1018,33,16.42
300,1/1/1970,Dunedin,NZ,-45.8742,170.5036,19,52.81,1000,83,5.99
301,1/1/1970,Yeppoon,AU,-23.1333,150.7333,43,80.38,1013,66,11.45
302,1/1/1970,Moyale,KE,3.5167,39.0584,95,72.01,1010,65,6.35
303,1/1/1970,Klaksvík,FO,62.2266,-6.589,100,47.32,984,95,12.03
304,1/1/1970,Pisco,PE,-13.7,-76.2167,0,68.05,1012,73,20.71
305,1/1/1970,Mtsamboro,YT,-12.6998,45.0689,92,78.12,1011,81,8.63
306,1/1/1970,Vila,PT,42.0304,-8.1588,50,43.93,1031,88,4.54
307,1/1/1970,Zhangaözen,KZ,43.3,52.8,0,33.42,1030,21,9.35
308,1/1/1970,Alice Springs,AU,-23.7,133.8833,40,69.35,1012,88,3.44
309,1/1/1970,Verkh-Chebula,RU,56.0308,87.6218,85,22.06,1030,83,17.98
310,1/1/1970,Magdagachi,RU,53.45,125.8,77,12.63,1028,47,2.53
311,1/1/1970,Russell,US,32.3502,-85.1999,1,61.97,1019,25,12.66
312,1/1/1970,Yerbogachën,RU,61.2767,108.0108,93,6.03,1021,99,5.41
313,1/1/1970,Ardatov,RU,55.2421,43.097,94,42.82,1011,78,13.13
314,1/1/1970,Lata,PT,40.1629,-8.3327,3,52.81,1029,69,4.07
315,1/1/1970,Tortolì,IT,39.9256,9.6572,40,58.82,1012,72,16.11
316,1/1/1970,Rivers,CA,50.0308,-100.2403,63,58.15,1007,33,6.24
317,1/1/1970,Kamina,CD,-8.7386,24.9906,77,66.81,1009,80,4.9
318,1/1/1970,Tiznit Province,MA,29.5833,-9.5,0,60.71,1015,55,5.55
319,1/1/1970,Portland,US,45.5234,-122.6762,75,53.64,1016,76,3
320,1/1/1970,Port Blair,IN,11.6667,92.75,100,80.4,1006,81,7.25
321,1/1/1970,Paka,MY,4.6374,103.4368,95,78.73,1005,94,0
322,1/1/1970,Atherton,GB,53.5237,-2.4935,79,53.29,1016,68,11.99
323,1/1/1970,Penzance,GB,50.1186,-5.5371,100,56.41,1025,96,21.36
324,1/1/1970,Severobaykal'sk,RU,55.65,109.3167,98,18.41,1030,70,4.9
325,1/1/1970,Ust-Maya,RU,60.4167,134.5333,100,4.05,1017,95,5.46
326,1/1/1970,Gold Coast,AU,-28,153.4333,98,77.38,1012,72,4
327,1/1/1970,Ntcheu,MW,-14.8203,34.6359,36,75.24,1012,29,6.15
328,1/1/1970,Deputatsky,RU,69.3,139.9,100,-2.16,1009,88,8.84
329,1/1/1970,Vila Velha,BR,-20.3297,-40.2925,75,75.15,1013,82,11.01
330,1/1/1970,Calama,CL,-22.4667,-68.9333,0,72.09,1025,7,23.02
331,1/1/1970,Biak,ID,-0.9131,122.8766,100,76.77,1008,83,1.36
332,1/1/1970,Pestravka,RU,52.405,49.9583,100,41.49,1020,40,19.53
333,1/1/1970,Dongfeng,CN,42.6403,125.5118,100,25.7,1030,77,8.08
334,1/1/1970,Akdepe,TM,42.0551,59.3788,0,24.89,1030,23,5.37
335,1/1/1970,Pangnirtung,CA,66.1451,-65.7125,20,12.29,1015,57,10.31
336,1/1/1970,Warman,CA,52.3168,-106.5679,20,44.1,1007,70,6.91
337,1/1/1970,Guarapari,BR,-20.6667,-40.4975,90,75.09,1013,80,6.51
338,1/1/1970,Lumut,MY,4.2323,100.6298,40,77.02,1005,94,0
339,1/1/1970,Mazagão,BR,-0.115,-51.2894,99,87.85,1008,71,5.01
340,1/1/1970,Esim,GH,4.8699,-2.2405,69,79.09,1011,86,6.89
341,1/1/1970,Guerrero Negro,MX,27.9769,-114.0611,3,76.32,1014,53,10.74
342,1/1/1970,Rupert,US,42.6191,-113.6772,75,53.55,1016,50,10.36
343,1/1/1970,Dvinskoy,RU,62.1535,45.1175,100,38.26,994,97,7.34
344,1/1/1970,San Jose,US,37.3394,-121.895,75,68.49,1020,61,4
345,1/1/1970,Weihai,CN,37.5017,122.1136,60,57.2,1020,77,9.71
346,1/1/1970,Manzhouli,CN,49.6,117.4333,0,14.31,1033,45,5.84
347,1/1/1970,Norden,DE,53.6,7.2,100,51.01,1006,95,4
348,1/1/1970,Calderitas,MX,18.55,-88.25,40,84.31,1015,54,9.22
349,1/1/1970,Forsytheganj,BY,52.6333,29.7333,100,47.1,1019,70,15.77
350,1/1/1970,Chimbote,PE,-9.0853,-78.5783,33,66.36,1012,80,11.95
351,1/1/1970,Ginda,IN,30.6945,78.4932,26,47.03,1014,33,7.49
352,1/1/1970,Lorengau,PG,-2.0226,147.2712,42,83.52,1009,76,9.73
353,1/1/1970,Yokadouma,CM,3.5167,15.05,94,70.48,1011,97,1.74
354,1/1/1970,Aberdeen,GB,57.1437,-2.0981,51,47.19,1003,69,19.57
355,1/1/1970,Acapulco de Juárez,MX,16.8634,-99.8901,40,85.82,1010,70,10.36
356,1/1/1970,Asău,RO,46.4333,26.4,77,45.95,1026,66,3.06
357,1/1/1970,Te Anau,NZ,-45.4167,167.7167,80,61.03,1017,51,1.7
358,1/1/1970,Saint-Pierre,RE,-21.3393,55.4781,0,71.29,1014,74,2.3
359,1/1/1970,Kieta,PG,-6.2167,155.6333,26,82.76,1011,77,5.91
360,1/1/1970,Aginskoye,RU,51.1,114.53,4,13.96,1032,43,6.69
361,1/1/1970,Nouadhibou,MR,20.931,-17.0347,0,69.78,1015,60,19.57
362,1/1/1970,Vestmannaeyjar,IS,63.4427,-20.2734,99,39.09,1004,80,25.32
363,1/1/1970,Shenkursk,RU,62.1091,42.896,100,38.39,995,93,6.38
364,1/1/1970,Tautira,PF,-17.7333,-149.15,78,82.42,1014,77,8.3
365,1/1/1970,Mednogorsk,RU,51.4128,57.595,99,28.78,1032,25,9.06
366,1/1/1970,Ayan,RU,56.45,138.1667,45,17.1,1011,59,17.98
367,1/1/1970,Irshava,UA,48.3167,23.0385,96,47.14,1028,90,2.64
368,1/1/1970,Masallātah,LY,32.6167,14,100,75.61,1012,40,17.13
369,1/1/1970,Saldanha,ZA,-33.0117,17.9442,54,53.65,1017,72,16.82
370,1/1/1970,Sabha,LY,27.0377,14.4283,6,73.65,1014,23,11.41
371,1/1/1970,College,US,64.8569,-147.8028,90,26.55,1006,89,0
372,1/1/1970,Honiara,SB,-9.4333,159.95,1,84.2,1011,71,5.88
373,1/1/1970,Skjervøy,NO,70.0311,20.9714,100,38.07,1002,62,15.75
374,1/1/1970,Tarakan,ID,3.3,117.6333,40,78.3,1007,94,3.44
375,1/1/1970,Laguna,US,38.421,-121.4238,20,65.05,1020,70,1.99
376,1/1/1970,Goma,CD,-1.6792,29.2228,99,63.79,1013,86,2.82
377,1/1/1970,Saint-Philippe,RE,-21.3585,55.7679,38,71.22,1016,84,8.77
378,1/1/1970,Bandar-e Anzali,IR,37.4727,49.4622,10,53.11,1025,76,4.05
379,1/1/1970,Huainan,CN,32.6264,116.9969,100,52.2,1018,87,18.25
380,1/1/1970,Ashtian,IR,34.5217,50.0019,100,36.46,1020,92,0.63
381,1/1/1970,Talaya,RU,61.3833,152.75,100,12.13,1006,94,5.1
382,1/1/1970,Salekhard,RU,66.53,66.6019,100,34.38,986,98,16.51
383,1/1/1970,Thunder Bay,CA,48.4001,-89.3168,90,55.99,1008,72,0
384,1/1/1970,Kumul,CN,42.8,93.45,0,23.41,1043,36,0.69
385,1/1/1970,Zhangjiakou,CN,40.81,114.8794,100,14.88,1040,90,9.31
386,1/1/1970,Aklavik,CA,68.2191,-135.0107,90,17.6,1016,100,6.91
387,1/1/1970,Price,US,39.5994,-110.8107,1,66.72,1020,33,4.61
388,1/1/1970,Beloha,MG,-25.1667,45.05,23,67.15,1013,74,11.99
389,1/1/1970,Malakal,SS,9.5334,31.6605,6,78.85,1007,54,1.5
390,1/1/1970,Mananjary,MG,-21.2167,48.3333,89,71.24,1015,89,1.72
391,1/1/1970,Marquette,US,46.5333,-87.6335,89,57.78,1010,66,8.63
392,1/1/1970,Meadow Lake,US,34.8014,-106.5436,2,77.61,1015,16,4.61
393,1/1/1970,Half Moon Bay,US,37.4636,-122.4286,1,67.82,1021,73,1.99
394,1/1/1970,Nhulunbuy,AU,-12.2333,136.7667,95,84.81,1009,70,1.14
395,1/1/1970,Manta,EC,-0.95,-80.7333,20,80.38,1010,74,16.11
396,1/1/1970,Cabedelo,BR,-6.9811,-34.8339,2,81.27,1011,81,13.73
397,1/1/1970,Pedernales,DO,18.0384,-71.744,81,82.96,1013,73,7.43
398,1/1/1970,Wanning,CN,18.8003,110.3967,31,74.28,1010,86,1.83
399,1/1/1970,Santa Maria,BR,-29.6842,-53.8069,90,67.3,1016,83,8.05
400,1/1/1970,Barnstead,US,43.334,-71.2928,1,45.28,1026,68,3.33
401,1/1/1970,Baruun-Urt,MN,46.6806,113.2792,64,9.54,1037,47,9.53
402,1/1/1970,Farrukhābād,IN,27.4,79.5667,44,66.76,1010,48,5.77
403,1/1/1970,Turaif,SA,31.6725,38.6637,0,57.45,1017,54,9.22
404,1/1/1970,Eureka,US,40.8021,-124.1637,100,59.94,1018,68,3
405,1/1/1970,Neuquén,AR,-38.9516,-68.0591,0,71.49,1017,26,9.22
406,1/1/1970,Mitsamiouli,KM,-11.3847,43.2844,87,79.23,1011,80,7.54
407,1/1/1970,Kaliua,TZ,-5.0606,31.7936,89,69.98,1009,35,3.18
408,1/1/1970,Dharmavaram,IN,14.4333,77.7167,48,70.97,1008,85,3.02
409,1/1/1970,Alta,NO,69.9689,23.2717,97,25.86,1004,86,3.44
410,1/1/1970,Udachny,RU,66.4167,112.4,100,-2.81,1011,95,7.74
411,1/1/1970,Prince Rupert,CA,54.3161,-130.3201,100,42.49,1007,81,8.05
412,1/1/1970,Nizhniy Baskunchak,RU,48.2198,46.8311,100,40.26,1024,72,12.73
413,1/1/1970,Pala,TD,9.3642,14.9046,55,79.34,1009,55,4.03
414,1/1/1970,Gambēla,ET,8.25,34.5833,94,70.57,1009,86,4.79
415,1/1/1970,Castro,BR,-24.7911,-50.0119,56,65.79,1011,92,1.72
416,1/1/1970,Acaraú,BR,-2.8856,-40.12,67,80.62,1009,80,15.73
417,1/1/1970,Abū Zabad,SD,12.35,29.25,15,80.74,1008,25,9.55
418,1/1/1970,Srednekolymsk,RU,67.45,153.6833,100,6.31,1004,95,5.66
419,1/1/1970,Phan Thiet,VN,10.9333,108.1,99,75.27,1007,90,2.8
420,1/1/1970,Batemans Bay,AU,-35.7167,150.1833,65,69.19,1008,59,3.15
421,1/1/1970,Teya,RU,60.3778,92.6267,100,24.35,1018,87,13.15
422,1/1/1970,Krotovka,RU,53.2858,51.1686,100,41.18,1019,47,18.54
423,1/1/1970,Bacolod City,PH,10.6667,122.95,94,78.76,1008,87,7.65
424,1/1/1970,Lahat,ID,-3.8,103.5333,100,72.12,1007,97,2.28
425,1/1/1970,Codrington,AU,-38.2667,141.9667,100,54.36,1012,57,7.31
426,1/1/1970,Borogontsy,RU,62.6683,131.1683,99,-3.03,1017,100,0.96
427,1/1/1970,Mamonovo,RU,54.4643,19.938,100,48.15,1016,84,21.85
428,1/1/1970,Suez,EG,29.9737,32.5263,0,68.36,1013,81,10.31
429,1/1/1970,Geraldton,AU,-28.7667,114.6,2,55.81,1010,82,9.22
430,1/1/1970,Kangaatsiaq,GL,68.3065,-53.4641,100,29.28,1011,70,7.72
431,1/1/1970,Margate,GB,51.3813,1.3862,98,55.11,1006,80,1.99
432,1/1/1970,Birin,NP,26.8865,88.0718,70,50.9,1012,87,3.49
433,1/1/1970,Berlin,DE,52.5244,13.4105,20,48.94,1011,81,15.99
434,1/1/1970,Ambon City,ID,-3.6954,128.1814,40,81.48,1007,79,2.1
435,1/1/1970,Los Llanos de Aridane,ES,28.6585,-17.9182,75,65.95,1019,68,3
436,1/1/1970,Nome,US,64.5011,-165.4064,90,19.47,1012,73,6.91
437,1/1/1970,Wilmington,US,34.2257,-77.9447,90,60.71,1013,78,19.57
438,1/1/1970,Lazo,RU,43.3817,133.9014,97,34.34,1028,75,5.44
439,1/1/1970,Chik,RU,54.9928,82.4311,90,28.15,1028,80,15.66
440,1/1/1970,Rio Grande,BR,-32.035,-52.0986,41,61.95,1019,66,11.99
441,1/1/1970,Mombasa,KE,-4.0547,39.6636,23,76.5,1011,85,7.92
442,1/1/1970,Fortuna,US,40.5982,-124.1573,1,59.67,1021,65,4
443,1/1/1970,Statesboro,US,32.4488,-81.7832,90,50.31,1016,87,9.22
444,1/1/1970,Buncrana,IE,55.1333,-7.45,100,48.85,1018,63,24.49
445,1/1/1970,São Filipe,CV,14.8961,-24.4956,92,79.05,1014,73,11.16
446,1/1/1970,Santa Cruz de la Sierra,BO,-17.8,-63.1667,99,71.65,1011,68,10.36
447,1/1/1970,La Ronge,CA,55.1001,-105.2842,90,39.45,1005,87,4.61
448,1/1/1970,Wukari,NG,7.85,9.7833,100,78.42,1009,78,7.4
449,1/1/1970,‘Ewa Beach,US,21.3156,-158.0072,75,87.75,1019,58,18.99
450,1/1/1970,San Diego de Los Baños,CU,22.6467,-83.3697,43,75.47,1014,65,10.31
451,1/1/1970,Okoneshnikovo,RU,54.8377,75.0834,100,30.99,1025,67,14.63
452,1/1/1970,Tongren,CN,27.7172,109.1853,100,61.68,1016,97,4.76
453,1/1/1970,Ha Giang,VN,22.8333,104.9833,95,74.32,1010,98,0.63
454,1/1/1970,Pangai,TO,-19.8,-174.35,62,78.28,1014,79,17.45
455,1/1/1970,Palmas Bellas,PA,9.2319,-80.0867,91,84.4,1009,84,6.06
456,1/1/1970,Paita,PE,-5.0892,-81.1144,24,68.56,1011,78,20.74
457,1/1/1970,Buala,SB,-8.145,159.5921,33,84.47,1011,63,9.93
458,1/1/1970,Whitehorse,CA,60.7161,-135.0538,75,35.02,1004,86,8.99
459,1/1/1970,Cockburn Town,TC,21.4612,-71.1419,40,82.36,1012,74,10.36
460,1/1/1970,Shubarshi,KZ,48.5872,57.1869,18,29.39,1034,22,9.04
461,1/1/1970,Leningradskiy,RU,69.3833,178.4167,8,-9.11,1009,89,5.26
462,1/1/1970,Oyama,JP,36.3,139.8,100,57.58,1024,70,5.21
463,1/1/1970,Quetta,PK,30.199,67.0097,2,50.81,1016,45,0.81
464,1/1/1970,Puerto Rondón,CO,6.2805,-71.1,75,82.6,1008,71,4.54
465,1/1/1970,Stornoway,GB,58.2093,-6.3865,21,47.93,1003,72,35.79
466,1/1/1970,Victor Harbor,AU,-35.5667,138.6167,100,60.89,1009,64,9.55
467,1/1/1970,Inhambane,MZ,-23.865,35.3833,52,73.89,1012,89,10.02
468,1/1/1970,Boende,CD,-0.2167,20.8667,80,73.9,1009,88,1.83
469,1/1/1970,Sangar,RU,63.9242,127.4739,99,-5.26,1017,99,3.04
470,1/1/1970,Mucurapo,TT,10.6667,-61.5333,100,82.45,1014,74,9.57
471,1/1/1970,Dakar,SN,14.6937,-17.4441,0,80.73,1010,83,13.8
472,1/1/1970,Palmer,US,42.1584,-72.3287,1,45.77,1025,60,0
473,1/1/1970,Naze,JP,28.3667,129.4833,92,70.72,1014,79,21.74
474,1/1/1970,Tsimmerbude,RU,54.675,20.1347,100,48.25,1016,85,20.13
475,1/1/1970,Richards Bay,ZA,-28.783,32.0377,66,67.55,1014,94,5.1
476,1/1/1970,Ust-Tsilma,RU,65.441,52.1498,100,35.46,988,96,7.05
477,1/1/1970,Egvekinot,RU,66.3167,-179.1667,73,-11.36,1014,95,1.83
478,1/1/1970,Rutland,US,43.6167,-73.0162,1,42.24,1026,74,0
479,1/1/1970,Vrangel',RU,42.7297,133.0839,95,42.08,1026,70,8.72
480,1/1/1970,Mushie,CD,-3.0167,16.9,100,71.53,1009,97,3.11
481,1/1/1970,Inzhavino,RU,52.3185,42.4937,65,41.38,1017,92,7.61
482,1/1/1970,Inírida,CO,3.8653,-67.9239,84,80.37,1008,82,2.42
483,1/1/1970,Kroya,ID,-7.6331,109.2461,100,77.27,1007,90,2.37
484,1/1/1970,São José da Coroa Grande,BR,-8.8978,-35.1478,5,79.3,1010,84,12.21
485,1/1/1970,Northam,GB,51.0333,-4.2167,99,56.43,1022,93,20.24
486,1/1/1970,Bambanglipuro,ID,-7.95,110.2833,100,77.18,1006,90,3.87
487,1/1/1970,Dombarovskiy,RU,50.7587,59.5386,99,28.36,1034,25,11.27
488,1/1/1970,Champerico,GT,14.3,-91.9167,25,83.35,1010,72,7.36
489,1/1/1970,Usinsk,RU,65.9939,57.5281,100,35.29,987,100,16.98
490,1/1/1970,Sioux Lookout,CA,50.1001,-91.917,20,52.18,1008,66,6.91
491,1/1/1970,The Valley,AI,18.217,-63.0578,20,82.54,1014,69,6.91
492,1/1/1970,Luau,AO,-10.7073,22.2247,84,70.84,1008,56,2.82
493,1/1/1970,Sur,OM,22.5667,59.5289,1,75.38,1011,57,7.78
494,1/1/1970,Najrān,SA,17.4924,44.1277,4,63.25,1015,25,0.87
495,1/1/1970,Vigrestad,NO,58.5667,5.7,100,51.48,996,85,21.63
496,1/1/1970,São João da Barra,BR,-21.6403,-41.0511,43,69.94,1013,77,10.96
497,1/1/1970,Comodoro Rivadavia,AR,-45.8667,-67.5,0,85.86,1008,9,17.27
498,1/1/1970,Hare Bay,CA,48.8499,-54.0148,13,40.35,1016,76,8.61
499,1/1/1970,Koygorodok,RU,60.445,50.9968,100,41.4,998,88,8.9
500,1/1/1970,Camaçari,BR,-12.6975,-38.3242,100,78.57,1010,94,4.5
501,1/1/1970,Kamen'-Rybolov,RU,44.7481,132.0403,100,30.4,1032,43,9.19
502,1/1/1970,Dayong,CN,25.0209,118.2898,89,73.89,1015,92,2.15
503,1/1/1970,Ribeira Brava,PT,32.65,-17.0667,58,69.71,1024,63,10.07
504,1/1/1970,Santo Domingo,DO,18.5001,-69.9886,20,84.04,1013,77,1.01
505,1/1/1970,Corat,AZ,40.5725,49.7064,0,37.49,1025,46,2.95
506,1/1/1970,Kargopol',RU,61.5071,38.9456,100,38.17,997,81,9.51
507,1/1/1970,Ostrovnoy,RU,68.0531,39.5131,100,34.77,991,99,20.29
508,1/1/1970,Lusambo,CD,-4.9667,23.45,95,69.53,1010,99,4.65
509,1/1/1970,Fairbanks,US,64.8378,-147.7164,90,26.56,1005,89,3.44
510,1/1/1970,San Cristobal,VE,7.7669,-72.225,38,78.98,1011,65,4.5
511,1/1/1970,Coyhaique,CL,-45.5752,-72.0662,0,66.15,1014,30,10.36
512,1/1/1970,Kerema,PG,-7.9631,145.7785,53,81.21,1008,82,1.86
513,1/1/1970,Porvoo,FI,60.3923,25.6651,9,37.24,1003,96,10.98
514,1/1/1970,Bellevue,US,47.6104,-122.2007,90,48.81,1013,85,5.99
515,1/1/1970,Berlevåg,NO,70.8578,29.0864,100,33.13,1002,61,12.01
516,1/1/1970,Buchanan,LR,5.8808,-10.0467,77,75.16,1011,83,5.64
517,1/1/1970,Karratha,AU,-20.7377,116.8463,11,76.35,1006,65,7.87
518,1/1/1970,Olinda,BR,-8.0089,-34.8553,20,82.13,1010,74,8.05
519,1/1/1970,Mujiayingzi,CN,42.1167,118.7833,100,16.54,1036,95,9.19
520,1/1/1970,Basco,PH,20.4487,121.9702,13,81.82,1011,80,9.06
521,1/1/1970,Umm Kaddadah,SD,13.6017,26.6876,4,81.97,1010,23,13.51
522,1/1/1970,Qingdao,CN,36.0986,120.3719,0,56.8,1017,88,8.95
523,1/1/1970,Buraidah,SA,26.326,43.975,0,68.45,1013,32,7.81
524,1/1/1970,Liberia,LR,6.5,-9.5,100,72.72,1013,97,4.63
525,1/1/1970,Aksarka,RU,66.5606,67.7975,100,34.18,986,98,16.4
526,1/1/1970,Moree,AU,-29.4667,149.85,69,75.22,1011,60,19.57
527,1/1/1970,Tahoua,NE,14.8888,5.2692,100,83.64,1010,13,10.47
528,1/1/1970,Rantepao,ID,-2.9701,119.8978,89,68.2,1010,96,1.9
529,1/1/1970,Guozhen,CN,34.3659,107.359,61,27.16,1046,77,4.5
530,1/1/1970,Senneterre,CA,48.3835,-77.2328,26,46.62,1018,79,11.05
531,1/1/1970,Bandarbeyla,SO,9.4942,50.8122,32,76.17,1010,75,10.02
532,1/1/1970,Bucak,TR,37.4592,30.595,15,55.44,1020,36,6.24
533,1/1/1970,Port Augusta,AU,-32.5,137.7667,99,65.71,1011,66,14.12
534,1/1/1970,Sarankhola,BD,22.3082,89.7897,6,63.32,1009,70,4.29
535,1/1/1970,Ateptsevo,RU,55.3236,36.75,97,45.12,1008,88,15.64
536,1/1/1970,Pingzhuang,CN,42.0372,119.2889,100,17.47,1035,93,12.46
537,1/1/1970,Imbituba,BR,-28.24,-48.6703,100,72.82,1015,93,4.54
538,1/1/1970,Kyren,RU,51.6828,102.1408,88,18.07,1037,82,1.1
539,1/1/1970,Novopokrovka,UA,49.8425,36.5477,0,39.58,1023,79,7.05
540,1/1/1970,Constitución,CL,-35.3333,-72.4167,6,57.11,1019,76,9.51
541,1/1/1970,Anloga,GH,5.7947,0.8973,72,80.82,1011,77,8.81
542,1/1/1970,Brae,GB,60.3964,-1.353,100,49.91,990,85,29.1
543,1/1/1970,Mokhsogollokh,RU,61.4681,128.9203,92,5.52,1018,95,5.77
544,1/1/1970,Pāveh,IR,35.0434,46.3565,0,44.2,1019,55,7.43
545,1/1/1970,Manaquiri,BR,-3.3167,-60.35,86,75.69,1008,81,1.57
546,1/1/1970,Zhangye,CN,38.9342,100.4517,0,8.76,1050,59,7.63
547,1/1/1970,Kuvandyk,RU,51.4781,57.3552,100,29.32,1031,27,7.65
548,1/1/1970,Aquiraz,BR,-3.9014,-38.3911,70,85.21,1007,66,10.94
549,1/1/1970,Serenje,ZM,-13.2325,30.2352,47,71.69,1011,32,7.99
550,1/1/1970,Elista,RU,46.3078,44.2558,100,41.58,1021,93,15.99
551,1/1/1970,Lima,PE,-12.0432,-77.0282,75,72.9,997,70,16.11
552,1/1/1970,Marystown,CA,47.1666,-55.1483,79,42.85,1016,100,16.15
553,1/1/1970,Westerland,DE,54.9079,8.3033,90,52.02,1007,100,24.16
554,1/1/1970,Ola,RU,59.5833,151.2833,100,34.14,1003,91,25.5
555,1/1/1970,Sola,VU,-13.8833,167.55,96,80.65,1011,74,6.64
556,1/1/1970,Durango,MX,24.8333,-104.8333,1,71.83,1015,30,6.44
557,1/1/1970,Nortelândia,BR,-14.4547,-56.8028,100,71.83,1011,97,4.14
558,1/1/1970,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,75,28.99,1019,64,2.24
